year,state_short,state_long,indicator,value
1984,OR,Oregon,ma total,1015
1984,OR,Oregon,other total,1285
1984,OR,Oregon,phd total,115
1984,OR,Oregon,sped total,317
1984,OR,Oregon,state total,2467
1984,OR,Oregon,stem total,139
1984,PA,Pennsylvania,elem ba,2005
1984,PA,Pennsylvania,other ba,1683
1984,PA,Pennsylvania,sped ba,908
1984,PA,Pennsylvania,stem ba,212
1984,PA,Pennsylvania,elem ma,327
1984,PA,Pennsylvania,other ma,1814
1984,PA,Pennsylvania,sped ma,459
1984,PA,Pennsylvania,stem ma,185
1984,PA,Pennsylvania,elem phd,23
1984,PA,Pennsylvania,other phd,345
1984,PA,Pennsylvania,sped phd,24
1984,PA,Pennsylvania,stem phd,42
1984,PA,Pennsylvania,agg total,177371
1984,PA,Pennsylvania,ba total,4808
1984,PA,Pennsylvania,elem total,2355
1984,PA,Pennsylvania,ma total,2785
1984,PA,Pennsylvania,other total,3842
1984,PA,Pennsylvania,phd total,434
1984,PA,Pennsylvania,sped total,1391
1984,PA,Pennsylvania,state total,8027
1984,PA,Pennsylvania,stem total,439
1984,RI,Rhode Island,elem ba,104
1984,RI,Rhode Island,other ba,103
1984,RI,Rhode Island,sped ba,85
1984,RI,Rhode Island,stem ba,23
1984,RI,Rhode Island,elem ma,11
1984,RI,Rhode Island,other ma,162
1984,RI,Rhode Island,sped ma,63
1984,RI,Rhode Island,stem ma,22
1984,RI,Rhode Island,elem phd,0
1984,RI,Rhode Island,other phd,0
1984,RI,Rhode Island,sped phd,0
1984,RI,Rhode Island,stem phd,0
1984,RI,Rhode Island,agg total,177371
1984,RI,Rhode Island,ba total,315
1984,RI,Rhode Island,elem total,115
1984,RI,Rhode Island,ma total,258
1984,RI,Rhode Island,other total,265
1984,RI,Rhode Island,phd total,0
1984,RI,Rhode Island,sped total,148
1984,RI,Rhode Island,state total,573
1984,RI,Rhode Island,stem total,45
1984,SC,South Carolina,elem ba,1004
1984,SC,South Carolina,other ba,611
1984,SC,South Carolina,sped ba,140
1984,SC,South Carolina,stem ba,73
1984,SC,South Carolina,elem ma,483
1984,SC,South Carolina,other ma,808
1984,SC,South Carolina,sped ma,97
1984,SC,South Carolina,stem ma,31
1984,SC,South Carolina,elem phd,3
1984,SC,South Carolina,other phd,46
1984,SC,South Carolina,sped phd,0
1984,SC,South Carolina,stem phd,7
1984,SC,South Carolina,agg total,177371
1984,SC,South Carolina,ba total,1828
1984,SC,South Carolina,elem total,1490
1984,SC,South Carolina,ma total,1419
1984,SC,South Carolina,other total,1465
1984,SC,South Carolina,phd total,56
1984,SC,South Carolina,sped total,237
1984,SC,South Carolina,state total,3303
1984,SC,South Carolina,stem total,111
1984,SD,South Dakota,elem ba,228
1984,SD,South Dakota,other ba,252
1984,SD,South Dakota,sped ba,95
1984,SD,South Dakota,stem ba,71
1984,SD,South Dakota,elem ma,14
1984,SD,South Dakota,other ma,181
1984,SD,South Dakota,sped ma,8
1984,SD,South Dakota,stem ma,4
1984,SD,South Dakota,elem phd,0
1984,SD,South Dakota,other phd,0
1984,SD,South Dakota,sped phd,0
1984,SD,South Dakota,stem phd,0
1984,SD,South Dakota,agg total,177371
1984,SD,South Dakota,ba total,646
1984,SD,South Dakota,elem total,242
1984,SD,South Dakota,ma total,207
1984,SD,South Dakota,other total,433
1984,SD,South Dakota,phd total,0
1984,SD,South Dakota,sped total,103
1984,SD,South Dakota,state total,853
1984,SD,South Dakota,stem total,75
1984,TN,Tennessee,elem ba,967
1984,TN,Tennessee,other ba,962
1984,TN,Tennessee,sped ba,220
1984,TN,Tennessee,stem ba,97
1984,TN,Tennessee,elem ma,224
1984,TN,Tennessee,other ma,995
1984,TN,Tennessee,sped ma,145
1984,TN,Tennessee,stem ma,90
1984,TN,Tennessee,elem phd,4
1984,TN,Tennessee,other phd,218
1984,TN,Tennessee,sped phd,10
1984,TN,Tennessee,stem phd,14
1984,TN,Tennessee,agg total,177371
1984,TN,Tennessee,ba total,2246
1984,TN,Tennessee,elem total,1195
1984,TN,Tennessee,ma total,1454
1984,TN,Tennessee,other total,2175
1984,TN,Tennessee,phd total,246
1984,TN,Tennessee,sped total,375
1984,TN,Tennessee,state total,3946
1984,TN,Tennessee,stem total,201
1984,TX,Texas,elem ba,3716
1984,TX,Texas,other ba,3366
1984,TX,Texas,sped ba,226
1984,TX,Texas,stem ba,661
1984,TX,Texas,elem ma,778
1984,TX,Texas,other ma,3176
1984,TX,Texas,sped ma,341
1984,TX,Texas,stem ma,267
1984,TX,Texas,elem phd,9
1984,TX,Texas,other phd,331
1984,TX,Texas,sped phd,14
1984,TX,Texas,stem phd,30
1984,TX,Texas,agg total,177371
1984,TX,Texas,ba total,7969
1984,TX,Texas,elem total,4503
1984,TX,Texas,ma total,4562
1984,TX,Texas,other total,6873
1984,TX,Texas,phd total,384
1984,TX,Texas,sped total,581
1984,TX,Texas,state total,12915
1984,TX,Texas,stem total,958
1984,UT,Utah,elem ba,434
1984,UT,Utah,other ba,517
1984,UT,Utah,sped ba,147
1984,UT,Utah,stem ba,509
1984,UT,Utah,elem ma,54
1984,UT,Utah,other ma,309
1984,UT,Utah,sped ma,44
1984,UT,Utah,stem ma,73
1984,UT,Utah,elem phd,0
1984,UT,Utah,other phd,80
1984,UT,Utah,sped phd,0
1984,UT,Utah,stem phd,36
1984,UT,Utah,agg total,177371
1984,UT,Utah,ba total,1607
1984,UT,Utah,elem total,488
1984,UT,Utah,ma total,480
1984,UT,Utah,other total,906
1984,UT,Utah,phd total,116
1984,UT,Utah,sped total,191
1984,UT,Utah,state total,2203
1984,UT,Utah,stem total,618
1984,VA,Virginia,elem ba,904
1984,VA,Virginia,other ba,725
1984,VA,Virginia,sped ba,284
1984,VA,Virginia,stem ba,101
1984,VA,Virginia,elem ma,165
1984,VA,Virginia,other ma,976
1984,VA,Virginia,sped ma,296
1984,VA,Virginia,stem ma,63
1984,VA,Virginia,elem phd,0
1984,VA,Virginia,other phd,131
1984,VA,Virginia,sped phd,1
1984,VA,Virginia,stem phd,15
1984,VA,Virginia,agg total,177371
1984,VA,Virginia,ba total,2014
1984,VA,Virginia,elem total,1069
1984,VA,Virginia,ma total,1500
1984,VA,Virginia,other total,1832
1984,VA,Virginia,phd total,147
1984,VA,Virginia,sped total,581
1984,VA,Virginia,state total,3661
1984,VA,Virginia,stem total,179
1984,VT,Vermont,elem ba,133
1984,VT,Vermont,other ba,128
1984,VT,Vermont,sped ba,68
1984,VT,Vermont,stem ba,10
1984,VT,Vermont,elem ma,10
1984,VT,Vermont,other ma,238
1984,VT,Vermont,sped ma,95
1984,VT,Vermont,stem ma,6
1984,VT,Vermont,elem phd,0
1984,VT,Vermont,other phd,0
1984,VT,Vermont,sped phd,0
1984,VT,Vermont,stem phd,0
1984,VT,Vermont,agg total,177371
1984,VT,Vermont,ba total,339
1984,VT,Vermont,elem total,143
1984,VT,Vermont,ma total,349
1984,VT,Vermont,other total,366
1984,VT,Vermont,phd total,0
1984,VT,Vermont,sped total,163
1984,VT,Vermont,state total,688
1984,VT,Vermont,stem total,16
1984,WA,Washington,elem ba,511
1984,WA,Washington,other ba,816
1984,WA,Washington,sped ba,182
1984,WA,Washington,stem ba,143
1984,WA,Washington,elem ma,26
1984,WA,Washington,other ma,691
1984,WA,Washington,sped ma,51
1984,WA,Washington,stem ma,24
1984,WA,Washington,elem phd,0
1984,WA,Washington,other phd,106
1984,WA,Washington,sped phd,0
1984,WA,Washington,stem phd,0
1984,WA,Washington,agg total,177371
1984,WA,Washington,ba total,1652
1984,WA,Washington,elem total,537
1984,WA,Washington,ma total,792
1984,WA,Washington,other total,1613
1984,WA,Washington,phd total,106
1984,WA,Washington,sped total,233
1984,WA,Washington,state total,2550
1984,WA,Washington,stem total,167
1984,WI,Wisconsin,elem ba,964
1984,WI,Wisconsin,other ba,1094
1984,WI,Wisconsin,sped ba,411
1984,WI,Wisconsin,stem ba,165
1984,WI,Wisconsin,elem ma,63
1984,WI,Wisconsin,other ma,1017
1984,WI,Wisconsin,sped ma,188
1984,WI,Wisconsin,stem ma,93
1984,WI,Wisconsin,elem phd,0
1984,WI,Wisconsin,other phd,89
1984,WI,Wisconsin,sped phd,8
1984,WI,Wisconsin,stem phd,8
1984,WI,Wisconsin,agg total,177371
1984,WI,Wisconsin,ba total,2634
1984,WI,Wisconsin,elem total,1027
1984,WI,Wisconsin,ma total,1361
1984,WI,Wisconsin,other total,2200
1984,WI,Wisconsin,phd total,105
1984,WI,Wisconsin,sped total,607
1984,WI,Wisconsin,state total,4100
1984,WI,Wisconsin,stem total,266
1984,WV,West Virginia,elem ba,601
1984,WV,West Virginia,other ba,706
1984,WV,West Virginia,sped ba,17
1984,WV,West Virginia,stem ba,14
1984,WV,West Virginia,elem ma,139
1984,WV,West Virginia,other ma,520
1984,WV,West Virginia,sped ma,181
1984,WV,West Virginia,stem ma,59
1984,WV,West Virginia,elem phd,0
1984,WV,West Virginia,other phd,43
1984,WV,West Virginia,sped phd,0
1984,WV,West Virginia,stem phd,0
1984,WV,West Virginia,agg total,177371
1984,WV,West Virginia,ba total,1338
1984,WV,West Virginia,elem total,740
1984,WV,West Virginia,ma total,899
1984,WV,West Virginia,other total,1269
1984,WV,West Virginia,phd total,43
1984,WV,West Virginia,sped total,198
1984,WV,West Virginia,state total,2280
1984,WV,West Virginia,stem total,73
1984,WY,Wyoming,elem ba,133
1984,WY,Wyoming,other ba,116
1984,WY,Wyoming,sped ba,4
1984,WY,Wyoming,stem ba,54
1984,WY,Wyoming,elem ma,0
1984,WY,Wyoming,other ma,63
1984,WY,Wyoming,sped ma,0
1984,WY,Wyoming,stem ma,2
1984,WY,Wyoming,elem phd,0
1984,WY,Wyoming,other phd,22
1984,WY,Wyoming,sped phd,0
1984,WY,Wyoming,stem phd,0
1984,WY,Wyoming,agg total,177371
1984,WY,Wyoming,ba total,307
1984,WY,Wyoming,elem total,133
1984,WY,Wyoming,ma total,65
1984,WY,Wyoming,other total,201
1984,WY,Wyoming,phd total,22
1984,WY,Wyoming,sped total,4
1984,WY,Wyoming,state total,394
1984,WY,Wyoming,stem total,56
1985,AK,Alaska,elem ba,79
1985,AK,Alaska,other ba,62
1985,AK,Alaska,sped ba,0
1985,AK,Alaska,stem ba,0
1985,AK,Alaska,elem ma,8
1985,AK,Alaska,other ma,92
1985,AK,Alaska,sped ma,0
1985,AK,Alaska,stem ma,1
1985,AK,Alaska,elem phd,0
1985,AK,Alaska,other phd,0
1985,AK,Alaska,sped phd,0
1985,AK,Alaska,stem phd,0
1985,AK,Alaska,agg total,171946
1985,AK,Alaska,ba total,141
1985,AK,Alaska,elem total,87
1985,AK,Alaska,ma total,101
1985,AK,Alaska,other total,154
1985,AK,Alaska,phd total,0
1985,AK,Alaska,sped total,0
1985,AK,Alaska,state total,242
1985,AK,Alaska,stem total,1
1985,AL,Alabama,elem ba,770
1985,AL,Alabama,other ba,683
1985,AL,Alabama,sped ba,151
1985,AL,Alabama,stem ba,113
1985,AL,Alabama,elem ma,532
1985,AL,Alabama,other ma,716
1985,AL,Alabama,sped ma,225
1985,AL,Alabama,stem ma,91
1985,AL,Alabama,elem phd,8
1985,AL,Alabama,other phd,77
1985,AL,Alabama,sped phd,13
1985,AL,Alabama,stem phd,2
1985,AL,Alabama,agg total,171946
1985,AL,Alabama,ba total,1717
1985,AL,Alabama,elem total,1310
1985,AL,Alabama,ma total,1564
1985,AL,Alabama,other total,1476
1985,AL,Alabama,phd total,100
1985,AL,Alabama,sped total,389
1985,AL,Alabama,state total,3381
1985,AL,Alabama,stem total,206
1985,AR,Arkansas,elem ba,602
1985,AR,Arkansas,other ba,672
1985,AR,Arkansas,sped ba,110
1985,AR,Arkansas,stem ba,62
1985,AR,Arkansas,elem ma,236
1985,AR,Arkansas,other ma,404
1985,AR,Arkansas,sped ma,99
1985,AR,Arkansas,stem ma,78
1985,AR,Arkansas,elem phd,0
1985,AR,Arkansas,other phd,41
1985,AR,Arkansas,sped phd,0
1985,AR,Arkansas,stem phd,0
1985,AR,Arkansas,agg total,171946
1985,AR,Arkansas,ba total,1446
1985,AR,Arkansas,elem total,838
1985,AR,Arkansas,ma total,817
1985,AR,Arkansas,other total,1117
1985,AR,Arkansas,phd total,41
1985,AR,Arkansas,sped total,209
1985,AR,Arkansas,state total,2304
1985,AR,Arkansas,stem total,140
1985,AZ,Arizona,elem ba,619
1985,AZ,Arizona,other ba,367
1985,AZ,Arizona,sped ba,126
1985,AZ,Arizona,stem ba,51
1985,AZ,Arizona,elem ma,163
1985,AZ,Arizona,other ma,867
1985,AZ,Arizona,sped ma,136
1985,AZ,Arizona,stem ma,19
1985,AZ,Arizona,elem phd,15
1985,AZ,Arizona,other phd,100
1985,AZ,Arizona,sped phd,6
1985,AZ,Arizona,stem phd,0
1985,AZ,Arizona,agg total,171946
1985,AZ,Arizona,ba total,1163
1985,AZ,Arizona,elem total,797
1985,AZ,Arizona,ma total,1185
1985,AZ,Arizona,other total,1334
1985,AZ,Arizona,phd total,121
1985,AZ,Arizona,sped total,268
1985,AZ,Arizona,state total,2469
1985,AZ,Arizona,stem total,70
1985,CA, California,elem ba,727
1985,CA, California,other ba,1276
1985,CA, California,sped ba,0
1985,CA, California,stem ba,417
1985,CA, California,elem ma,52
1985,CA, California,other ma,5072
1985,CA, California,sped ma,274
1985,CA, California,stem ma,49
1985,CA, California,elem phd,0
1985,CA, California,other phd,474
1985,CA, California,sped phd,5
1985,CA, California,stem phd,0
1985,CA, California,agg total,171946
1985,CA, California,ba total,2420
1985,CA, California,elem total,779
1985,CA, California,ma total,5447
1985,CA, California,other total,6822
1985,CA, California,phd total,479
1985,CA, California,sped total,279
1985,CA, California,state total,8346
1985,CA, California,stem total,466
1985,CO,Colorado,elem ba,355
1985,CO,Colorado,other ba,435
1985,CO,Colorado,sped ba,77
1985,CO,Colorado,stem ba,71
1985,CO,Colorado,elem ma,90
1985,CO,Colorado,other ma,637
1985,CO,Colorado,sped ma,162
1985,CO,Colorado,stem ma,64
1985,CO,Colorado,elem phd,3
1985,CO,Colorado,other phd,86
1985,CO,Colorado,sped phd,7
1985,CO,Colorado,stem phd,12
1985,CO,Colorado,agg total,171946
1985,CO,Colorado,ba total,938
1985,CO,Colorado,elem total,448
1985,CO,Colorado,ma total,953
1985,CO,Colorado,other total,1158
1985,CO,Colorado,phd total,108
1985,CO,Colorado,sped total,246
1985,CO,Colorado,state total,1999
1985,CO,Colorado,stem total,147
1985,CT,Connecticut,elem ba,309
1985,CT,Connecticut,other ba,186
1985,CT,Connecticut,sped ba,232
1985,CT,Connecticut,stem ba,18
1985,CT,Connecticut,elem ma,157
1985,CT,Connecticut,other ma,1119
1985,CT,Connecticut,sped ma,204
1985,CT,Connecticut,stem ma,82
1985,CT,Connecticut,elem phd,0
1985,CT,Connecticut,other phd,39
1985,CT,Connecticut,sped phd,11
1985,CT,Connecticut,stem phd,3
1985,CT,Connecticut,agg total,171946
1985,CT,Connecticut,ba total,745
1985,CT,Connecticut,elem total,466
1985,CT,Connecticut,ma total,1562
1985,CT,Connecticut,other total,1344
1985,CT,Connecticut,phd total,53
1985,CT,Connecticut,sped total,447
1985,CT,Connecticut,state total,2360
1985,CT,Connecticut,stem total,103
1985,DE,Delaware,elem ba,108
1985,DE,Delaware,other ba,80
1985,DE,Delaware,sped ba,12
1985,DE,Delaware,stem ba,10
1985,DE,Delaware,elem ma,0
1985,DE,Delaware,other ma,109
1985,DE,Delaware,sped ma,10
1985,DE,Delaware,stem ma,0
1985,DE,Delaware,elem phd,0
1985,DE,Delaware,other phd,9
1985,DE,Delaware,sped phd,0
1985,DE,Delaware,stem phd,1
1985,DE,Delaware,agg total,171946
1985,DE,Delaware,ba total,210
1985,DE,Delaware,elem total,108
1985,DE,Delaware,ma total,119
1985,DE,Delaware,other total,198
1985,DE,Delaware,phd total,10
1985,DE,Delaware,sped total,22
1985,DE,Delaware,state total,339
1985,DE,Delaware,stem total,11
1985,FL,Florida,elem ba,1306
1985,FL,Florida,other ba,1125
1985,FL,Florida,sped ba,379
1985,FL,Florida,stem ba,180
1985,FL,Florida,elem ma,478
1985,FL,Florida,other ma,1803
1985,FL,Florida,sped ma,286
1985,FL,Florida,stem ma,217
1985,FL,Florida,elem phd,3
1985,FL,Florida,other phd,334
1985,FL,Florida,sped phd,5
1985,FL,Florida,stem phd,21
1985,FL,Florida,agg total,171946
1985,FL,Florida,ba total,2990
1985,FL,Florida,elem total,1787
1985,FL,Florida,ma total,2784
1985,FL,Florida,other total,3262
1985,FL,Florida,phd total,363
1985,FL,Florida,sped total,670
1985,FL,Florida,state total,6137
1985,FL,Florida,stem total,418
1985,GA,Georgia,elem ba,816
1985,GA,Georgia,other ba,975
1985,GA,Georgia,sped ba,181
1985,GA,Georgia,stem ba,98
1985,GA,Georgia,elem ma,594
1985,GA,Georgia,other ma,1506
1985,GA,Georgia,sped ma,395
1985,GA,Georgia,stem ma,315
1985,GA,Georgia,elem phd,8
1985,GA,Georgia,other phd,157
1985,GA,Georgia,sped phd,7
1985,GA,Georgia,stem phd,36
1985,GA,Georgia,agg total,171946
1985,GA,Georgia,ba total,2070
1985,GA,Georgia,elem total,1418
1985,GA,Georgia,ma total,2810
1985,GA,Georgia,other total,2638
1985,GA,Georgia,phd total,208
1985,GA,Georgia,sped total,583
1985,GA,Georgia,state total,5088
1985,GA,Georgia,stem total,449
1985,HI,Hawaii,elem ba,43
1985,HI,Hawaii,other ba,207
1985,HI,Hawaii,sped ba,0
1985,HI,Hawaii,stem ba,40
1985,HI,Hawaii,elem ma,23
1985,HI,Hawaii,other ma,118
1985,HI,Hawaii,sped ma,11
1985,HI,Hawaii,stem ma,9
1985,HI,Hawaii,elem phd,0
1985,HI,Hawaii,other phd,8
1985,HI,Hawaii,sped phd,0
1985,HI,Hawaii,stem phd,0
1985,HI,Hawaii,agg total,171946
1985,HI,Hawaii,ba total,290
1985,HI,Hawaii,elem total,66
1985,HI,Hawaii,ma total,161
1985,HI,Hawaii,other total,333
1985,HI,Hawaii,phd total,8
1985,HI,Hawaii,sped total,11
1985,HI,Hawaii,state total,459
1985,HI,Hawaii,stem total,49
1985,IA,Iowa,elem ba,941
1985,IA,Iowa,other ba,661
1985,IA,Iowa,sped ba,114
1985,IA,Iowa,stem ba,106
1985,IA,Iowa,elem ma,36
1985,IA,Iowa,other ma,481
1985,IA,Iowa,sped ma,77
1985,IA,Iowa,stem ma,47
1985,IA,Iowa,elem phd,10
1985,IA,Iowa,other phd,92
1985,IA,Iowa,sped phd,5
1985,IA,Iowa,stem phd,13
1985,IA,Iowa,agg total,171946
1985,IA,Iowa,ba total,1822
1985,IA,Iowa,elem total,987
1985,IA,Iowa,ma total,641
1985,IA,Iowa,other total,1234
1985,IA,Iowa,phd total,120
1985,IA,Iowa,sped total,196
1985,IA,Iowa,state total,2583
1985,IA,Iowa,stem total,166
1985,ID,Idaho,elem ba,226
1985,ID,Idaho,other ba,178
1985,ID,Idaho,sped ba,18
1985,ID,Idaho,stem ba,56
1985,ID,Idaho,elem ma,39
1985,ID,Idaho,other ma,157
1985,ID,Idaho,sped ma,20
1985,ID,Idaho,stem ma,15
1985,ID,Idaho,elem phd,0
1985,ID,Idaho,other phd,16
1985,ID,Idaho,sped phd,0
1985,ID,Idaho,stem phd,0
1985,ID,Idaho,agg total,171946
1985,ID,Idaho,ba total,478
1985,ID,Idaho,elem total,265
1985,ID,Idaho,ma total,231
1985,ID,Idaho,other total,351
1985,ID,Idaho,phd total,16
1985,ID,Idaho,sped total,38
1985,ID,Idaho,state total,725
1985,ID,Idaho,stem total,71
1985,IL,Illinois,elem ba,1724
1985,IL,Illinois,other ba,1460
1985,IL,Illinois,sped ba,729
1985,IL,Illinois,stem ba,617
1985,IL,Illinois,elem ma,353
1985,IL,Illinois,other ma,2369
1985,IL,Illinois,sped ma,452
1985,IL,Illinois,stem ma,199
1985,IL,Illinois,elem phd,11
1985,IL,Illinois,other phd,301
1985,IL,Illinois,sped phd,13
1985,IL,Illinois,stem phd,32
1985,IL,Illinois,agg total,171946
1985,IL,Illinois,ba total,4530
1985,IL,Illinois,elem total,2088
1985,IL,Illinois,ma total,3373
1985,IL,Illinois,other total,4130
1985,IL,Illinois,phd total,357
1985,IL,Illinois,sped total,1194
1985,IL,Illinois,state total,8260
1985,IL,Illinois,stem total,848
1985,IN,Indiana,elem ba,1179
1985,IN,Indiana,other ba,793
1985,IN,Indiana,sped ba,210
1985,IN,Indiana,stem ba,128
1985,IN,Indiana,elem ma,657
1985,IN,Indiana,other ma,1320
1985,IN,Indiana,sped ma,172
1985,IN,Indiana,stem ma,141
1985,IN,Indiana,elem phd,18
1985,IN,Indiana,other phd,140
1985,IN,Indiana,sped phd,6
1985,IN,Indiana,stem phd,31
1985,IN,Indiana,agg total,171946
1985,IN,Indiana,ba total,2310
1985,IN,Indiana,elem total,1854
1985,IN,Indiana,ma total,2290
1985,IN,Indiana,other total,2253
1985,IN,Indiana,phd total,195
1985,IN,Indiana,sped total,388
1985,IN,Indiana,state total,4795
1985,IN,Indiana,stem total,300
1985,KS,Kansas,elem ba,832
1985,KS,Kansas,other ba,657
1985,KS,Kansas,sped ba,5
1985,KS,Kansas,stem ba,86
1985,KS,Kansas,elem ma,181
1985,KS,Kansas,other ma,667
1985,KS,Kansas,sped ma,154
1985,KS,Kansas,stem ma,39
1985,KS,Kansas,elem phd,0
1985,KS,Kansas,other phd,119
1985,KS,Kansas,sped phd,12
1985,KS,Kansas,stem phd,0
1985,KS,Kansas,agg total,171946
1985,KS,Kansas,ba total,1580
1985,KS,Kansas,elem total,1013
1985,KS,Kansas,ma total,1041
1985,KS,Kansas,other total,1443
1985,KS,Kansas,phd total,131
1985,KS,Kansas,sped total,171
1985,KS,Kansas,state total,2752
1985,KS,Kansas,stem total,125
1985,KY,Kentucky,elem ba,770
1985,KY,Kentucky,other ba,474
1985,KY,Kentucky,sped ba,170
1985,KY,Kentucky,stem ba,114
1985,KY,Kentucky,elem ma,556
1985,KY,Kentucky,other ma,792
1985,KY,Kentucky,sped ma,163
1985,KY,Kentucky,stem ma,52
1985,KY,Kentucky,elem phd,0
1985,KY,Kentucky,other phd,19
1985,KY,Kentucky,sped phd,3
1985,KY,Kentucky,stem phd,1
1985,KY,Kentucky,agg total,171946
1985,KY,Kentucky,ba total,1528
1985,KY,Kentucky,elem total,1326
1985,KY,Kentucky,ma total,1563
1985,KY,Kentucky,other total,1285
1985,KY,Kentucky,phd total,23
1985,KY,Kentucky,sped total,336
1985,KY,Kentucky,state total,3114
1985,KY,Kentucky,stem total,167
1985,LA,Louisiana,elem ba,773
1985,LA,Louisiana,other ba,785
1985,LA,Louisiana,sped ba,137
1985,LA,Louisiana,stem ba,83
1985,LA,Louisiana,elem ma,295
1985,LA,Louisiana,other ma,919
1985,LA,Louisiana,sped ma,184
1985,LA,Louisiana,stem ma,76
1985,LA,Louisiana,elem phd,0
1985,LA,Louisiana,other phd,32
1985,LA,Louisiana,sped phd,4
1985,LA,Louisiana,stem phd,0
1985,LA,Louisiana,agg total,171946
1985,LA,Louisiana,ba total,1778
1985,LA,Louisiana,elem total,1068
1985,LA,Louisiana,ma total,1474
1985,LA,Louisiana,other total,1736
1985,LA,Louisiana,phd total,36
1985,LA,Louisiana,sped total,325
1985,LA,Louisiana,state total,3288
1985,LA,Louisiana,stem total,159
1985,MA,Massachusetts,elem ba,669
1985,MA,Massachusetts,other ba,836
1985,MA,Massachusetts,sped ba,274
1985,MA,Massachusetts,stem ba,54
1985,MA,Massachusetts,elem ma,115
1985,MA,Massachusetts,other ma,2055
1985,MA,Massachusetts,sped ma,316
1985,MA,Massachusetts,stem ma,113
1985,MA,Massachusetts,elem phd,2
1985,MA,Massachusetts,other phd,251
1985,MA,Massachusetts,sped phd,8
1985,MA,Massachusetts,stem phd,19
1985,MA,Massachusetts,agg total,171946
1985,MA,Massachusetts,ba total,1833
1985,MA,Massachusetts,elem total,786
1985,MA,Massachusetts,ma total,2599
1985,MA,Massachusetts,other total,3142
1985,MA,Massachusetts,phd total,280
1985,MA,Massachusetts,sped total,598
1985,MA,Massachusetts,state total,4712
1985,MA,Massachusetts,stem total,186
1985,MD,Maryland,elem ba,395
1985,MD,Maryland,other ba,213
1985,MD,Maryland,sped ba,101
1985,MD,Maryland,stem ba,76
1985,MD,Maryland,elem ma,64
1985,MD,Maryland,other ma,733
1985,MD,Maryland,sped ma,147
1985,MD,Maryland,stem ma,47
1985,MD,Maryland,elem phd,0
1985,MD,Maryland,other phd,100
1985,MD,Maryland,sped phd,4
1985,MD,Maryland,stem phd,8
1985,MD,Maryland,agg total,171946
1985,MD,Maryland,ba total,785
1985,MD,Maryland,elem total,459
1985,MD,Maryland,ma total,991
