year,state_short,state_long,indicator,value
2001,MT,Montana,sped ba,37
2001,MT,Montana,stem ba,27
2001,MT,Montana,elem ma,5
2001,MT,Montana,other ma,228
2001,MT,Montana,sped ma,22
2001,MT,Montana,stem ma,21
2001,MT,Montana,elem phd,0
2001,MT,Montana,other phd,15
2001,MT,Montana,sped phd,0
2001,MT,Montana,stem phd,0
2001,MT,Montana,agg total,242729
2001,MT,Montana,ba total,650
2001,MT,Montana,elem total,389
2001,MT,Montana,ma total,276
2001,MT,Montana,other total,445
2001,MT,Montana,phd total,15
2001,MT,Montana,sped total,59
2001,MT,Montana,state total,941
2001,MT,Montana,stem total,48
2001,NAT,National,ba total,105488
2001,NAT,National,elem total,69521
2001,NAT,National,ma total,127134
2001,NAT,National,other total,137045
2001,NAT,National,phd total,6230
2001,NAT,National,sped total,20506
2001,NAT,National,state total,238852
2001,NAT,National,stem total,11780
2001,NC,North Carolina,elem ba,1347
2001,NC,North Carolina,other ba,927
2001,NC,North Carolina,sped ba,155
2001,NC,North Carolina,stem ba,183
2001,NC,North Carolina,elem ma,293
2001,NC,North Carolina,other ma,1096
2001,NC,North Carolina,sped ma,175
2001,NC,North Carolina,stem ma,133
2001,NC,North Carolina,elem phd,0
2001,NC,North Carolina,other phd,106
2001,NC,North Carolina,sped phd,0
2001,NC,North Carolina,stem phd,22
2001,NC,North Carolina,agg total,242729
2001,NC,North Carolina,ba total,2612
2001,NC,North Carolina,elem total,1640
2001,NC,North Carolina,ma total,1697
2001,NC,North Carolina,other total,2129
2001,NC,North Carolina,phd total,128
2001,NC,North Carolina,sped total,330
2001,NC,North Carolina,state total,4437
2001,NC,North Carolina,stem total,338
2001,ND,North Dakota,elem ba,395
2001,ND,North Dakota,other ba,216
2001,ND,North Dakota,sped ba,22
2001,ND,North Dakota,stem ba,37
2001,ND,North Dakota,elem ma,26
2001,ND,North Dakota,other ma,129
2001,ND,North Dakota,sped ma,41
2001,ND,North Dakota,stem ma,7
2001,ND,North Dakota,elem phd,0
2001,ND,North Dakota,other phd,17
2001,ND,North Dakota,sped phd,0
2001,ND,North Dakota,stem phd,0
2001,ND,North Dakota,agg total,242729
2001,ND,North Dakota,ba total,670
2001,ND,North Dakota,elem total,421
2001,ND,North Dakota,ma total,203
2001,ND,North Dakota,other total,362
2001,ND,North Dakota,phd total,17
2001,ND,North Dakota,sped total,63
2001,ND,North Dakota,state total,890
2001,ND,North Dakota,stem total,44
2001,NE,Nebraska,elem ba,738
2001,NE,Nebraska,other ba,510
2001,NE,Nebraska,sped ba,65
2001,NE,Nebraska,stem ba,83
2001,NE,Nebraska,elem ma,89
2001,NE,Nebraska,other ma,810
2001,NE,Nebraska,sped ma,77
2001,NE,Nebraska,stem ma,7
2001,NE,Nebraska,elem phd,0
2001,NE,Nebraska,other phd,49
2001,NE,Nebraska,sped phd,0
2001,NE,Nebraska,stem phd,0
2001,NE,Nebraska,agg total,242729
2001,NE,Nebraska,ba total,1396
2001,NE,Nebraska,elem total,827
2001,NE,Nebraska,ma total,983
2001,NE,Nebraska,other total,1369
2001,NE,Nebraska,phd total,49
2001,NE,Nebraska,sped total,142
2001,NE,Nebraska,state total,2428
2001,NE,Nebraska,stem total,90
2001,NH,New Hampshire,elem ba,234
2001,NH,New Hampshire,other ba,218
2001,NH,New Hampshire,sped ba,36
2001,NH,New Hampshire,stem ba,14
2001,NH,New Hampshire,elem ma,193
2001,NH,New Hampshire,other ma,361
2001,NH,New Hampshire,sped ma,58
2001,NH,New Hampshire,stem ma,9
2001,NH,New Hampshire,elem phd,0
2001,NH,New Hampshire,other phd,2
2001,NH,New Hampshire,sped phd,0
2001,NH,New Hampshire,stem phd,0
2001,NH,New Hampshire,agg total,242729
2001,NH,New Hampshire,ba total,502
2001,NH,New Hampshire,elem total,427
2001,NH,New Hampshire,ma total,621
2001,NH,New Hampshire,other total,581
2001,NH,New Hampshire,phd total,2
2001,NH,New Hampshire,sped total,94
2001,NH,New Hampshire,state total,1125
2001,NH,New Hampshire,stem total,23
2001,NJ,New Jersey,elem ba,778
2001,NJ,New Jersey,other ba,710
2001,NJ,New Jersey,sped ba,543
2001,NJ,New Jersey,stem ba,59
2001,NJ,New Jersey,elem ma,394
2001,NJ,New Jersey,other ma,1727
2001,NJ,New Jersey,sped ma,324
2001,NJ,New Jersey,stem ma,139
2001,NJ,New Jersey,elem phd,2
2001,NJ,New Jersey,other phd,72
2001,NJ,New Jersey,sped phd,1
2001,NJ,New Jersey,stem phd,5
2001,NJ,New Jersey,agg total,242729
2001,NJ,New Jersey,ba total,2090
2001,NJ,New Jersey,elem total,1174
2001,NJ,New Jersey,ma total,2584
2001,NJ,New Jersey,other total,2509
2001,NJ,New Jersey,phd total,80
2001,NJ,New Jersey,sped total,868
2001,NJ,New Jersey,state total,4754
2001,NJ,New Jersey,stem total,203
2001,NM,New Mexico,elem ba,564
2001,NM,New Mexico,other ba,252
2001,NM,New Mexico,sped ba,84
2001,NM,New Mexico,stem ba,20
2001,NM,New Mexico,elem ma,114
2001,NM,New Mexico,other ma,506
2001,NM,New Mexico,sped ma,92
2001,NM,New Mexico,stem ma,25
2001,NM,New Mexico,elem phd,0
2001,NM,New Mexico,other phd,58
2001,NM,New Mexico,sped phd,2
2001,NM,New Mexico,stem phd,10
2001,NM,New Mexico,agg total,242729
2001,NM,New Mexico,ba total,920
2001,NM,New Mexico,elem total,678
2001,NM,New Mexico,ma total,737
2001,NM,New Mexico,other total,816
2001,NM,New Mexico,phd total,70
2001,NM,New Mexico,sped total,178
2001,NM,New Mexico,state total,1727
2001,NM,New Mexico,stem total,55
2001,NV,Nevada,elem ba,352
2001,NV,Nevada,other ba,228
2001,NV,Nevada,sped ba,81
2001,NV,Nevada,stem ba,21
2001,NV,Nevada,elem ma,40
2001,NV,Nevada,other ma,529
2001,NV,Nevada,sped ma,102
2001,NV,Nevada,stem ma,0
2001,NV,Nevada,elem phd,0
2001,NV,Nevada,other phd,28
2001,NV,Nevada,sped phd,3
2001,NV,Nevada,stem phd,0
2001,NV,Nevada,agg total,242729
2001,NV,Nevada,ba total,682
2001,NV,Nevada,elem total,392
2001,NV,Nevada,ma total,671
2001,NV,Nevada,other total,785
2001,NV,Nevada,phd total,31
2001,NV,Nevada,sped total,186
2001,NV,Nevada,state total,1384
2001,NV,Nevada,stem total,21
2001,NY,New York,elem ba,3261
2001,NY,New York,other ba,2960
2001,NY,New York,sped ba,1504
2001,NY,New York,stem ba,494
2001,NY,New York,elem ma,3766
2001,NY,New York,other ma,8754
2001,NY,New York,sped ma,2316
2001,NY,New York,stem ma,866
2001,NY,New York,elem phd,8
2001,NY,New York,other phd,302
2001,NY,New York,sped phd,8
2001,NY,New York,stem phd,37
2001,NY,New York,agg total,242729
2001,NY,New York,ba total,8219
2001,NY,New York,elem total,7035
2001,NY,New York,ma total,15702
2001,NY,New York,other total,12016
2001,NY,New York,phd total,355
2001,NY,New York,sped total,3828
2001,NY,New York,state total,24276
2001,NY,New York,stem total,1397
2001,OH,Ohio,elem ba,3764
2001,OH,Ohio,other ba,1787
2001,OH,Ohio,sped ba,377
2001,OH,Ohio,stem ba,501
2001,OH,Ohio,elem ma,421
2001,OH,Ohio,other ma,4494
2001,OH,Ohio,sped ma,314
2001,OH,Ohio,stem ma,199
2001,OH,Ohio,elem phd,5
2001,OH,Ohio,other phd,296
2001,OH,Ohio,sped phd,9
2001,OH,Ohio,stem phd,9
2001,OH,Ohio,agg total,242729
2001,OH,Ohio,ba total,6429
2001,OH,Ohio,elem total,4190
2001,OH,Ohio,ma total,5428
2001,OH,Ohio,other total,6577
2001,OH,Ohio,phd total,319
2001,OH,Ohio,sped total,700
2001,OH,Ohio,state total,12176
2001,OH,Ohio,stem total,709
2001,OK,Oklahoma,elem ba,933
2001,OK,Oklahoma,other ba,839
2001,OK,Oklahoma,sped ba,104
2001,OK,Oklahoma,stem ba,127
2001,OK,Oklahoma,elem ma,125
2001,OK,Oklahoma,other ma,1015
2001,OK,Oklahoma,sped ma,62
2001,OK,Oklahoma,stem ma,27
2001,OK,Oklahoma,elem phd,9
2001,OK,Oklahoma,other phd,87
2001,OK,Oklahoma,sped phd,1
2001,OK,Oklahoma,stem phd,0
2001,OK,Oklahoma,agg total,242729
2001,OK,Oklahoma,ba total,2003
2001,OK,Oklahoma,elem total,1067
2001,OK,Oklahoma,ma total,1229
2001,OK,Oklahoma,other total,1941
2001,OK,Oklahoma,phd total,97
2001,OK,Oklahoma,sped total,167
2001,OK,Oklahoma,state total,3329
2001,OK,Oklahoma,stem total,154
2001,OR,Oregon,elem ba,216
2001,OR,Oregon,other ba,312
2001,OR,Oregon,sped ba,0
2001,OR,Oregon,stem ba,2
2001,OR,Oregon,elem ma,139
2001,OR,Oregon,other ma,1580
2001,OR,Oregon,sped ma,198
2001,OR,Oregon,stem ma,87
2001,OR,Oregon,elem phd,0
2001,OR,Oregon,other phd,42
2001,OR,Oregon,sped phd,13
2001,OR,Oregon,stem phd,3
2001,OR,Oregon,agg total,242729
2001,OR,Oregon,ba total,530
2001,OR,Oregon,elem total,355
2001,OR,Oregon,ma total,2004
2001,OR,Oregon,other total,1934
2001,OR,Oregon,phd total,58
2001,OR,Oregon,sped total,211
2001,OR,Oregon,state total,2592
2001,OR,Oregon,stem total,92
2001,PA,Pennsylvania,elem ba,4306
2001,PA,Pennsylvania,other ba,2020
2001,PA,Pennsylvania,sped ba,953
2001,PA,Pennsylvania,stem ba,215
2001,PA,Pennsylvania,elem ma,759
2001,PA,Pennsylvania,other ma,4080
2001,PA,Pennsylvania,sped ma,488
2001,PA,Pennsylvania,stem ma,227
2001,PA,Pennsylvania,elem phd,10
2001,PA,Pennsylvania,other phd,336
2001,PA,Pennsylvania,sped phd,5
2001,PA,Pennsylvania,stem phd,9
2001,PA,Pennsylvania,agg total,242729
2001,PA,Pennsylvania,ba total,7494
2001,PA,Pennsylvania,elem total,5075
2001,PA,Pennsylvania,ma total,5554
2001,PA,Pennsylvania,other total,6436
2001,PA,Pennsylvania,phd total,360
2001,PA,Pennsylvania,sped total,1446
2001,PA,Pennsylvania,state total,13408
2001,PA,Pennsylvania,stem total,451
2001,RI,Rhode Island,elem ba,163
2001,RI,Rhode Island,other ba,237
2001,RI,Rhode Island,sped ba,228
2001,RI,Rhode Island,stem ba,34
2001,RI,Rhode Island,elem ma,80
2001,RI,Rhode Island,other ma,274
2001,RI,Rhode Island,sped ma,84
2001,RI,Rhode Island,stem ma,16
2001,RI,Rhode Island,elem phd,0
2001,RI,Rhode Island,other phd,18
2001,RI,Rhode Island,sped phd,0
2001,RI,Rhode Island,stem phd,0
2001,RI,Rhode Island,agg total,242729
2001,RI,Rhode Island,ba total,662
2001,RI,Rhode Island,elem total,243
2001,RI,Rhode Island,ma total,454
2001,RI,Rhode Island,other total,529
2001,RI,Rhode Island,phd total,18
2001,RI,Rhode Island,sped total,312
2001,RI,Rhode Island,state total,1134
2001,RI,Rhode Island,stem total,50
2001,SC,South Carolina,elem ba,1108
2001,SC,South Carolina,other ba,505
2001,SC,South Carolina,sped ba,113
2001,SC,South Carolina,stem ba,44
2001,SC,South Carolina,elem ma,318
2001,SC,South Carolina,other ma,932
2001,SC,South Carolina,sped ma,164
2001,SC,South Carolina,stem ma,27
2001,SC,South Carolina,elem phd,2
2001,SC,South Carolina,other phd,67
2001,SC,South Carolina,sped phd,1
2001,SC,South Carolina,stem phd,6
2001,SC,South Carolina,agg total,242729
2001,SC,South Carolina,ba total,1770
2001,SC,South Carolina,elem total,1428
2001,SC,South Carolina,ma total,1441
2001,SC,South Carolina,other total,1504
2001,SC,South Carolina,phd total,76
2001,SC,South Carolina,sped total,278
2001,SC,South Carolina,state total,3287
2001,SC,South Carolina,stem total,77
2001,SD,South Dakota,elem ba,364
2001,SD,South Dakota,other ba,172
2001,SD,South Dakota,sped ba,51
2001,SD,South Dakota,stem ba,39
2001,SD,South Dakota,elem ma,13
2001,SD,South Dakota,other ma,224
2001,SD,South Dakota,sped ma,3
2001,SD,South Dakota,stem ma,13
2001,SD,South Dakota,elem phd,0
2001,SD,South Dakota,other phd,64
2001,SD,South Dakota,sped phd,0
2001,SD,South Dakota,stem phd,0
2001,SD,South Dakota,agg total,242729
2001,SD,South Dakota,ba total,626
2001,SD,South Dakota,elem total,377
2001,SD,South Dakota,ma total,253
2001,SD,South Dakota,other total,460
2001,SD,South Dakota,phd total,64
2001,SD,South Dakota,sped total,54
2001,SD,South Dakota,state total,943
2001,SD,South Dakota,stem total,52
2001,TN,Tennessee,elem ba,382
2001,TN,Tennessee,other ba,685
2001,TN,Tennessee,sped ba,212
2001,TN,Tennessee,stem ba,84
2001,TN,Tennessee,elem ma,119
2001,TN,Tennessee,other ma,2699
2001,TN,Tennessee,sped ma,121
2001,TN,Tennessee,stem ma,51
2001,TN,Tennessee,elem phd,0
2001,TN,Tennessee,other phd,166
2001,TN,Tennessee,sped phd,1
2001,TN,Tennessee,stem phd,0
2001,TN,Tennessee,agg total,242729
2001,TN,Tennessee,ba total,1363
2001,TN,Tennessee,elem total,501
2001,TN,Tennessee,ma total,2990
2001,TN,Tennessee,other total,3550
2001,TN,Tennessee,phd total,167
2001,TN,Tennessee,sped total,334
2001,TN,Tennessee,state total,4520
2001,TN,Tennessee,stem total,135
2001,TX,Texas,elem ba,747
2001,TX,Texas,other ba,1524
2001,TX,Texas,sped ba,35
2001,TX,Texas,stem ba,45
2001,TX,Texas,elem ma,413
2001,TX,Texas,other ma,3864
2001,TX,Texas,sped ma,396
2001,TX,Texas,stem ma,321
2001,TX,Texas,elem phd,9
2001,TX,Texas,other phd,367
2001,TX,Texas,sped phd,24
2001,TX,Texas,stem phd,37
2001,TX,Texas,agg total,242729
2001,TX,Texas,ba total,2351
2001,TX,Texas,elem total,1169
2001,TX,Texas,ma total,4994
2001,TX,Texas,other total,5755
2001,TX,Texas,phd total,437
2001,TX,Texas,sped total,455
2001,TX,Texas,state total,7782
2001,TX,Texas,stem total,403
2001,UT,Utah,elem ba,960
2001,UT,Utah,other ba,851
2001,UT,Utah,sped ba,109
2001,UT,Utah,stem ba,162
2001,UT,Utah,elem ma,126
2001,UT,Utah,other ma,420
2001,UT,Utah,sped ma,103
2001,UT,Utah,stem ma,75
2001,UT,Utah,elem phd,1
2001,UT,Utah,other phd,23
2001,UT,Utah,sped phd,3
2001,UT,Utah,stem phd,11
2001,UT,Utah,agg total,242729
2001,UT,Utah,ba total,2082
2001,UT,Utah,elem total,1087
2001,UT,Utah,ma total,724
2001,UT,Utah,other total,1294
2001,UT,Utah,phd total,38
2001,UT,Utah,sped total,215
2001,UT,Utah,state total,2844
2001,UT,Utah,stem total,248
2001,VA,Virginia,elem ba,70
2001,VA,Virginia,other ba,721
2001,VA,Virginia,sped ba,3
2001,VA,Virginia,stem ba,18
2001,VA,Virginia,elem ma,463
2001,VA,Virginia,other ma,2505
2001,VA,Virginia,sped ma,325
2001,VA,Virginia,stem ma,41
2001,VA,Virginia,elem phd,0
2001,VA,Virginia,other phd,188
2001,VA,Virginia,sped phd,1
2001,VA,Virginia,stem phd,9
2001,VA,Virginia,agg total,242729
2001,VA,Virginia,ba total,812
2001,VA,Virginia,elem total,533
2001,VA,Virginia,ma total,3334
2001,VA,Virginia,other total,3414
2001,VA,Virginia,phd total,198
2001,VA,Virginia,sped total,329
2001,VA,Virginia,state total,4344
2001,VA,Virginia,stem total,68
2001,VT,Vermont,elem ba,166
2001,VT,Vermont,other ba,64
2001,VT,Vermont,sped ba,17
2001,VT,Vermont,stem ba,10
2001,VT,Vermont,elem ma,5
2001,VT,Vermont,other ma,301
2001,VT,Vermont,sped ma,48
2001,VT,Vermont,stem ma,14
2001,VT,Vermont,elem phd,0
2001,VT,Vermont,other phd,8
2001,VT,Vermont,sped phd,0
2001,VT,Vermont,stem phd,0
2001,VT,Vermont,agg total,242729
2001,VT,Vermont,ba total,257
2001,VT,Vermont,elem total,171
2001,VT,Vermont,ma total,368
2001,VT,Vermont,other total,373
2001,VT,Vermont,phd total,8
2001,VT,Vermont,sped total,65
2001,VT,Vermont,state total,633
2001,VT,Vermont,stem total,24
2001,WA,Washington,elem ba,420
2001,WA,Washington,other ba,910
2001,WA,Washington,sped ba,115
2001,WA,Washington,stem ba,97
2001,WA,Washington,elem ma,68
2001,WA,Washington,other ma,2106
2001,WA,Washington,sped ma,93
2001,WA,Washington,stem ma,219
2001,WA,Washington,elem phd,0
2001,WA,Washington,other phd,63
2001,WA,Washington,sped phd,1
2001,WA,Washington,stem phd,0
2001,WA,Washington,agg total,242729
2001,WA,Washington,ba total,1542
2001,WA,Washington,elem total,488
2001,WA,Washington,ma total,2486
2001,WA,Washington,other total,3079
2001,WA,Washington,phd total,64
2001,WA,Washington,sped total,209
2001,WA,Washington,state total,4092
2001,WA,Washington,stem total,316
2001,WI,Wisconsin,elem ba,1310
2001,WI,Wisconsin,other ba,1046
2001,WI,Wisconsin,sped ba,248
2001,WI,Wisconsin,stem ba,110
2001,WI,Wisconsin,elem ma,160
2001,WI,Wisconsin,other ma,2007
2001,WI,Wisconsin,sped ma,135
2001,WI,Wisconsin,stem ma,81
2001,WI,Wisconsin,elem phd,0
2001,WI,Wisconsin,other phd,97
2001,WI,Wisconsin,sped phd,5
2001,WI,Wisconsin,stem phd,0
2001,WI,Wisconsin,agg total,242729
2001,WI,Wisconsin,ba total,2714
2001,WI,Wisconsin,elem total,1470
2001,WI,Wisconsin,ma total,2383
2001,WI,Wisconsin,other total,3150
2001,WI,Wisconsin,phd total,102
2001,WI,Wisconsin,sped total,388
2001,WI,Wisconsin,state total,5199
2001,WI,Wisconsin,stem total,191
2001,WV,West Virginia,elem ba,536
2001,WV,West Virginia,other ba,585
2001,WV,West Virginia,sped ba,4
2001,WV,West Virginia,stem ba,3
2001,WV,West Virginia,elem ma,125
2001,WV,West Virginia,other ma,552
2001,WV,West Virginia,sped ma,160
2001,WV,West Virginia,stem ma,29
2001,WV,West Virginia,elem phd,0
2001,WV,West Virginia,other phd,45
2001,WV,West Virginia,sped phd,0
2001,WV,West Virginia,stem phd,0
2001,WV,West Virginia,agg total,242729
2001,WV,West Virginia,ba total,1128
2001,WV,West Virginia,elem total,661
2001,WV,West Virginia,ma total,866
2001,WV,West Virginia,other total,1182
2001,WV,West Virginia,phd total,45
2001,WV,West Virginia,sped total,164
2001,WV,West Virginia,state total,2039
2001,WV,West Virginia,stem total,32
2001,WY,Wyoming,elem ba,162
2001,WY,Wyoming,other ba,112
2001,WY,Wyoming,sped ba,15
2001,WY,Wyoming,stem ba,2
2001,WY,Wyoming,elem ma,0
2001,WY,Wyoming,other ma,81
2001,WY,Wyoming,sped ma,0
2001,WY,Wyoming,stem ma,0
2001,WY,Wyoming,elem phd,0
2001,WY,Wyoming,other phd,32
2001,WY,Wyoming,sped phd,0
2001,WY,Wyoming,stem phd,0
2001,WY,Wyoming,agg total,242729
2001,WY,Wyoming,ba total,291
2001,WY,Wyoming,elem total,162
2001,WY,Wyoming,ma total,81
2001,WY,Wyoming,other total,225
2001,WY,Wyoming,phd total,32
2001,WY,Wyoming,sped total,15
2001,WY,Wyoming,state total,404
2001,WY,Wyoming,stem total,2
2002,AK,Alaska,elem ba,129
2002,AK,Alaska,other ba,55
2002,AK,Alaska,sped ba,0
2002,AK,Alaska,stem ba,0
2002,AK,Alaska,elem ma,15
2002,AK,Alaska,other ma,137
2002,AK,Alaska,sped ma,10
2002,AK,Alaska,stem ma,0
2002,AK,Alaska,elem phd,0
2002,AK,Alaska,other phd,0
2002,AK,Alaska,sped phd,0
2002,AK,Alaska,stem phd,0
2002,AK,Alaska,agg total,251635
2002,AK,Alaska,ba total,184
2002,AK,Alaska,elem total,144
2002,AK,Alaska,ma total,162
2002,AK,Alaska,other total,192
2002,AK,Alaska,phd total,0
2002,AK,Alaska,sped total,10
2002,AK,Alaska,state total,346
2002,AK,Alaska,stem total,0
2002,AL,Alabama,elem ba,1613
2002,AL,Alabama,other ba,1086
2002,AL,Alabama,sped ba,179
2002,AL,Alabama,stem ba,56
2002,AL,Alabama,elem ma,858
2002,AL,Alabama,other ma,1665
2002,AL,Alabama,sped ma,224
2002,AL,Alabama,stem ma,73
2002,AL,Alabama,elem phd,4
2002,AL,Alabama,other phd,89
2002,AL,Alabama,sped phd,8
2002,AL,Alabama,stem phd,2
2002,AL,Alabama,agg total,251635
2002,AL,Alabama,ba total,2934
2002,AL,Alabama,elem total,2475
2002,AL,Alabama,ma total,2820
2002,AL,Alabama,other total,2840
2002,AL,Alabama,phd total,103
2002,AL,Alabama,sped total,411
2002,AL,Alabama,state total,5857
2002,AL,Alabama,stem total,131
2002,AR,Arkansas,elem ba,603
2002,AR,Arkansas,other ba,541
2002,AR,Arkansas,sped ba,43
2002,AR,Arkansas,stem ba,83
2002,AR,Arkansas,elem ma,205
2002,AR,Arkansas,other ma,609
2002,AR,Arkansas,sped ma,119
2002,AR,Arkansas,stem ma,88
2002,AR,Arkansas,elem phd,0
2002,AR,Arkansas,other phd,62
2002,AR,Arkansas,sped phd,0
2002,AR,Arkansas,stem phd,1
2002,AR,Arkansas,agg total,251635
2002,AR,Arkansas,ba total,1270
2002,AR,Arkansas,elem total,808
2002,AR,Arkansas,ma total,1021
2002,AR,Arkansas,other total,1212
2002,AR,Arkansas,phd total,63
2002,AR,Arkansas,sped total,162
2002,AR,Arkansas,state total,2354
2002,AR,Arkansas,stem total,172
2002,AZ,Arizona,elem ba,1536
2002,AZ,Arizona,other ba,556
2002,AZ,Arizona,sped ba,218
2002,AZ,Arizona,stem ba,38
2002,AZ,Arizona,elem ma,430
2002,AZ,Arizona,other ma,3143
2002,AZ,Arizona,sped ma,179
2002,AZ,Arizona,stem ma,59
2002,AZ,Arizona,elem phd,1
2002,AZ,Arizona,other phd,139
2002,AZ,Arizona,sped phd,2
2002,AZ,Arizona,stem phd,5
2002,AZ,Arizona,agg total,251635
2002,AZ,Arizona,ba total,2348
2002,AZ,Arizona,elem total,1967
2002,AZ,Arizona,ma total,3811
2002,AZ,Arizona,other total,3838
2002,AZ,Arizona,phd total,147
2002,AZ,Arizona,sped total,399
2002,AZ,Arizona,state total,6306
2002,AZ,Arizona,stem total,102
2002,CA, California,elem ba,1908
2002,CA, California,other ba,2013
2002,CA, California,sped ba,0
2002,CA, California,stem ba,285
2002,CA, California,elem ma,275
2002,CA, California,other ma,10905
2002,CA, California,sped ma,474
2002,CA, California,stem ma,281
2002,CA, California,elem phd,0
2002,CA, California,other phd,578
2002,CA, California,sped phd,7
2002,CA, California,stem phd,9
2002,CA, California,agg total,251635
2002,CA, California,ba total,4206
2002,CA, California,elem total,2183
2002,CA, California,ma total,11935
2002,CA, California,other total,13496
2002,CA, California,phd total,594
2002,CA, California,sped total,481
2002,CA, California,state total,16735
2002,CA, California,stem total,575
2002,CO,Colorado,elem ba,4
2002,CO,Colorado,other ba,43
2002,CO,Colorado,sped ba,0
2002,CO,Colorado,stem ba,0
2002,CO,Colorado,elem ma,127
2002,CO,Colorado,other ma,1213
2002,CO,Colorado,sped ma,295
2002,CO,Colorado,stem ma,53
2002,CO,Colorado,elem phd,2
2002,CO,Colorado,other phd,78
2002,CO,Colorado,sped phd,2
2002,CO,Colorado,stem phd,2
2002,CO,Colorado,agg total,251635
2002,CO,Colorado,ba total,47
2002,CO,Colorado,elem total,133
2002,CO,Colorado,ma total,1688
2002,CO,Colorado,other total,1334
2002,CO,Colorado,phd total,84
2002,CO,Colorado,sped total,297
2002,CO,Colorado,state total,1819
2002,CO,Colorado,stem total,55
2002,CT,Connecticut,elem ba,174
2002,CT,Connecticut,other ba,219
2002,CT,Connecticut,sped ba,108
2002,CT,Connecticut,stem ba,0
2002,CT,Connecticut,elem ma,458
2002,CT,Connecticut,other ma,1390
2002,CT,Connecticut,sped ma,197
2002,CT,Connecticut,stem ma,77
2002,CT,Connecticut,elem phd,0
2002,CT,Connecticut,other phd,21
2002,CT,Connecticut,sped phd,5
2002,CT,Connecticut,stem phd,7
2002,CT,Connecticut,agg total,251635
2002,CT,Connecticut,ba total,501
2002,CT,Connecticut,elem total,632
2002,CT,Connecticut,ma total,2122
2002,CT,Connecticut,other total,1630
2002,CT,Connecticut,phd total,33
2002,CT,Connecticut,sped total,310
2002,CT,Connecticut,state total,2656
2002,CT,Connecticut,stem total,84
2002,DE,Delaware,elem ba,357
2002,DE,Delaware,other ba,118
2002,DE,Delaware,sped ba,7
2002,DE,Delaware,stem ba,17
2002,DE,Delaware,elem ma,70
2002,DE,Delaware,other ma,396
2002,DE,Delaware,sped ma,48
2002,DE,Delaware,stem ma,66
2002,DE,Delaware,elem phd,0
2002,DE,Delaware,other phd,40
2002,DE,Delaware,sped phd,0
2002,DE,Delaware,stem phd,0
2002,DE,Delaware,agg total,251635
2002,DE,Delaware,ba total,499
2002,DE,Delaware,elem total,427
2002,DE,Delaware,ma total,580
2002,DE,Delaware,other total,554
2002,DE,Delaware,phd total,40
2002,DE,Delaware,sped total,55
2002,DE,Delaware,state total,1119
2002,DE,Delaware,stem total,83
2002,FL,Florida,elem ba,3337
2002,FL,Florida,other ba,1046
2002,FL,Florida,sped ba,656
2002,FL,Florida,stem ba,150
2002,FL,Florida,elem ma,677
2002,FL,Florida,other ma,3012
2002,FL,Florida,sped ma,542
2002,FL,Florida,stem ma,541
2002,FL,Florida,elem phd,1
2002,FL,Florida,other phd,622
2002,FL,Florida,sped phd,12
2002,FL,Florida,stem phd,73
2002,FL,Florida,agg total,251635
2002,FL,Florida,ba total,5189
2002,FL,Florida,elem total,4015
2002,FL,Florida,ma total,4772
2002,FL,Florida,other total,4680
2002,FL,Florida,phd total,708
2002,FL,Florida,sped total,1210
2002,FL,Florida,state total,10669
2002,FL,Florida,stem total,764
2002,GA,Georgia,elem ba,1314
2002,GA,Georgia,other ba,1538
2002,GA,Georgia,sped ba,186
2002,GA,Georgia,stem ba,170
2002,GA,Georgia,elem ma,756
2002,GA,Georgia,other ma,1555
2002,GA,Georgia,sped ma,384
2002,GA,Georgia,stem ma,337
2002,GA,Georgia,elem phd,4
2002,GA,Georgia,other phd,186
2002,GA,Georgia,sped phd,2
2002,GA,Georgia,stem phd,28
2002,GA,Georgia,agg total,251635
2002,GA,Georgia,ba total,3208
2002,GA,Georgia,elem total,2074
2002,GA,Georgia,ma total,3032
2002,GA,Georgia,other total,3279
2002,GA,Georgia,phd total,220
2002,GA,Georgia,sped total,572
2002,GA,Georgia,state total,6460
2002,GA,Georgia,stem total,535
2002,HI,Hawaii,elem ba,78
2002,HI,Hawaii,other ba,87
2002,HI,Hawaii,sped ba,65
2002,HI,Hawaii,stem ba,33
2002,HI,Hawaii,elem ma,32
2002,HI,Hawaii,other ma,170
2002,HI,Hawaii,sped ma,61
2002,HI,Hawaii,stem ma,17
2002,HI,Hawaii,elem phd,0
2002,HI,Hawaii,other phd,9
2002,HI,Hawaii,sped phd,0
2002,HI,Hawaii,stem phd,0
2002,HI,Hawaii,agg total,251635
2002,HI,Hawaii,ba total,263
2002,HI,Hawaii,elem total,110
2002,HI,Hawaii,ma total,280
2002,HI,Hawaii,other total,266
2002,HI,Hawaii,phd total,9
2002,HI,Hawaii,sped total,126
2002,HI,Hawaii,state total,552
2002,HI,Hawaii,stem total,50
2002,IA,Iowa,elem ba,1819
2002,IA,Iowa,other ba,513
2002,IA,Iowa,sped ba,20
2002,IA,Iowa,stem ba,98
2002,IA,Iowa,elem ma,46
2002,IA,Iowa,other ma,650
2002,IA,Iowa,sped ma,118
2002,IA,Iowa,stem ma,92
2002,IA,Iowa,elem phd,1
2002,IA,Iowa,other phd,70
2002,IA,Iowa,sped phd,3
2002,IA,Iowa,stem phd,21
2002,IA,Iowa,agg total,251635
2002,IA,Iowa,ba total,2450
